ID,householdID,communityID,HHmemberID,childID,parentID,a002,a003_1,a003_2,a004,a005,a006,a006_1,a007,a008,a009,a010,a011,a012,a021,a022,a023,a024,a025,a013,a014,a015,a016,a017,a018,a019,versionID
01020611802,010206118,0102061,4,2,,1,1999,4,,,7,,1,,1,,,1,1,1,,,,1,6,,,,,,20170920
01020611802,010206118,0102061,5,,2,2,1939,4,5,2,1,,,,1,,,2,,,,,,2,,1,2,,,,20170920
01020611902,010206119,0102061,3,1,,1,1974,7,1,,7,,1,,1,,,1,2,2,3,,2,2,,2,2,,,,20170920
01020611902,010206119,0102061,6,,,1,1998,12,,,9,,,,1,,,1,,,,,,1,6,,,,,,20170920
01020611902,010206119,0102061,4,,,2,1977,3,1,,8,,,,1,,,1,,,,,,2,,2,2,,,,20170920
01020611902,010206119,0102061,5,2,,2,1985,2,6,,7,,1,,1,,,1,1,1,,,,2,,4,1,5,1,2,20170920
01020611902,010206119,0102061,7,,,1,2006,8,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020612002,010206120,0102061,5,,2,2,1936,0,5,2,1,,,,1,,,1,,,,,,2,,1,2,,,,20170920
01020612002,010206120,0102061,4,2,,1,1995,4,6,,7,,1,,1,,,1,1,1,,,,1,11,,1,8,2,1,20170920
01020612002,010206120,0102061,3,1,,2,1993,11,6,,7,,1,,1,,,1,1,1,,,,1,12,,1,8,2,1,20170920
01020612102,010206121,0102061,1,,4,2,1937,0,5,2,3,,,,1,,,1,,,,,,2,,1,2,,,,20170920
01020612102,010206121,0102061,5,2,,2,2009,7,,,7,,1,,1,,,1,1,1,,,,,,,,,,,20170920
01020612102,010206121,0102061,4,1,,1,1993,5,6,,7,,1,,1,,,1,1,1,,,,1,13,,1,8,1,2,20170920
01020612201,010206122,0102061,1,,,2,1955,1,5,2,8,,,,1,,,1,,,,,,2,,2,2,,,,20170920
01020612302,010206123,0102061,3,,,2,2008,5,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020612401,010206124,0102061,5,,,2,2006,3,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020612401,010206124,0102061,4,,,1,2002,12,,,9,,,,1,,,1,,,,,,1,1,,,,,,20170920
01020612401,010206124,0102061,1,1,,1,1979,7,4,,7,,1,,1,,,1,1,1,,,,2,,4,2,,,,20170920
01020612501,010206125,0102061,1,1,,1,1965,1,4,2,7,,,1,1,,,1,1,1,,,,2,,5,2,,,,20170920
01020612601,010206126,0102061,3,1,,1,1984,11,6,,7,,1,,1,,,1,1,1,,,,2,,2,1,2,2,1,20170920
01020620101,010206201,0102062,3,1,,1,1984,10,6,,7,,1,,1,,,1,1,1,,,,2,,4,2,,,,20170920
01020620201,010206202,0102062,3,,,2,2004,5,,,9,,,,1,,,1,,,,,,2,,,,,,,20170920
01020620201,010206202,0102062,4,,,2,2008,10,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020620201,010206202,0102062,2,,,2,1976,0,2,,8,,,,1,,,1,,,,,,2,,1,2,4,3,3,20170920
01020620401,010206204,0102062,2,1,,2,1983,2,1,,7,,,1,1,,,1,1,1,,,,2,,4,2,,,,20170920
01020620401,010206204,0102062,3,,,1,1973,0,1,,8,,,,1,,,3,,,,,,2,,5,2,,,,20170920
01020620401,010206204,0102062,4,,,1,2003,11,,,9,,,,1,,,1,,,,,,2,,,,,,,20170920
01020620401,010206204,0102062,5,,,1,2008,12,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020620501,010206205,0102062,1,,1,1,1933,2,1,,2,,,,1,,,1,,,,,,2,,1,2,,,,20170920
01020620501,010206205,0102062,2,,2,2,1931,8,1,,1,,,,1,,,1,,,,,,2,,1,2,,,,20170920
01020620602,010206206,0102062,5,,,2,2003,2,,,9,,,,1,,,1,,,,,,1,2,,,,,,20170920
01020620602,010206206,0102062,3,1,,1,1978,4,1,,7,,1,,1,,,1,1,1,,,,2,,5,2,,,,20170920
01020620602,010206206,0102062,6,,,2,2008,8,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020620602,010206206,0102062,4,,,2,1983,1,1,,8,,,,1,,,1,,,,,,2,,5,2,,,,20170920
01020620701,010206207,0102062,2,1,,1,1976,1,6,,7,,,1,1,,,1,1,1,,,,2,,1,1,1,2,4,20170920
01020620901,010206209,0102062,3,,,2,2004,6,,,9,,,,1,,,1,,,,,,2,,,,,,,20170920
01020620901,010206209,0102062,2,,,2,1975,12,1,,8,,,,1,,,1,,,,,,2,,1,2,,,,20170920
01020620901,010206209,0102062,1,1,,1,1974,8,1,,7,,,1,1,,,1,1,1,,,,2,,4,2,,,,20170920
01020620901,010206209,0102062,5,,,1,1998,12,,,9,,,,1,,,1,,,,,,1,7,,,,,,20170920
01020621001,010206210,0102062,5,,,2,2008,3,,,9,,,,1,,,2,,,,,,,,,,,,,20170920
01020621001,010206210,0102062,4,,,1,2003,12,,,9,,,,1,,,2,,,,,,2,,,,,,,20170920
01020621001,010206210,0102062,2,1,,2,1978,4,1,,7,,,1,1,,,2,1,1,,,,2,,4,2,,,,20170920
01020621001,010206210,0102062,1,,,1,1978,4,1,,8,,,1,1,,,2,,,,,,2,,1,1,1,2,4,20170920
01020621102,010206211,0102062,4,,,2,1980,2,1,,8,,,,1,,,1,,,,,,2,,5,2,,,,20170920
01020621102,010206211,0102062,6,,,2,2009,7,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020621102,010206211,0102062,5,,,1,2004,12,,,9,,,,1,,,1,,,,,,2,,,,,,,20170920
01020621102,010206211,0102062,3,1,,1,1982,8,1,,7,,1,,1,,,1,1,1,,,,2,,5,2,,,,20170920
01020621201,010206212,0102062,6,,,1,2008,3,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020621201,010206212,0102062,3,1,,1,1982,1,1,,7,,1,,1,,,1,1,1,,,,2,,4,2,,,,20170920
01020621201,010206212,0102062,4,,,2,1980,12,1,,8,,,,1,,,1,,,,,,2,,4,2,,,,20170920
01020621201,010206212,0102062,5,,,2,2004,7,,,9,,,,1,,,1,,,,,,2,,,,,,,20170920
01020621302,010206213,0102062,6,,,2,2007,10,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020621302,010206213,0102062,1,1,,1,1954,5,1,,7,,1,,1,,,1,1,1,,,,2,,4,2,,,,20170920
01020621302,010206213,0102062,2,,,2,1983,0,1,,8,,,,1,,,1,,,,,,2,,4,2,,,,20170920
01020621302,010206213,0102062,5,,,1,2003,9,,,9,,,,1,,,1,,,,,,1,1,,,,,,20170920
01020621401,010206214,0102062,5,,,1,2007,8,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020621401,010206214,0102062,3,,,1,1984,1,1,,7,,1,,1,,,1,1,1,,,,2,,3,1,2,2,4,20170920
01020621401,010206214,0102062,4,,,2,1983,0,1,,8,,,,1,,,1,,,,,,2,,5,2,,,,20170920
01020621501,010206215,0102062,4,,,2,1989,11,1,,8,,,,1,,,2,,,,,,2,,5,2,,,,20170920
01020621501,010206215,0102062,3,1,,1,1988,7,1,,7,,1,,1,,,1,1,1,,,,2,,5,2,,,,20170920
01020621501,010206215,0102062,5,2,,2,1987,2,6,,7,,1,,1,,,1,1,1,,,,2,,9,1,10,2,3,20170920
01020621602,010206216,0102062,5,,,1,2005,1,,,9,,,,1,,,1,,,,,,2,,,,,,,20170920
01020621602,010206216,0102062,3,1,,1,1983,5,1,,7,,1,,1,,,1,1,1,,,,2,,2,2,,,,20170920
01020621602,010206216,0102062,6,,,1,2009,1,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020621602,010206216,0102062,4,,,2,1982,5,1,,8,,,,1,,,1,,,,,,2,,5,2,,,,20170920
01020621702,010206217,0102062,3,1,,1,1978,3,6,,7,,1,,1,,,1,1,1,,,,2,,1,2,,,,20170920
01020621802,010206218,0102062,4,1,,2,1986,4,1,,7,,1,,1,,,1,1,1,,,,2,,4,2,,,,20170920
01020621802,010206218,0102062,6,,,2,2011,7,,,9,,,,4,,,,,,,,,,,,,,,,20170920
01020621802,010206218,0102062,5,,,2,2007,3,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020621802,010206218,0102062,3,,,1,1984,1,1,,8,,,,1,,,1,,,,,,2,,4,2,,,,20170920
01020621901,010206219,0102062,3,1,,1,1981,10,4,,7,,1,,1,,,1,1,1,,,,2,,4,2,,,,20170920
01020622002,010206220,0102062,4,,,2,1981,9,1,,8,,,,1,,,1,,,,,,2,,5,2,,,,20170920
01020622002,010206220,0102062,5,,,1,2002,2,,,9,,,,1,,,1,,,,,,1,3,,,,,,20170920
01020622002,010206220,0102062,3,1,,1,1976,7,1,,7,,1,,1,,,1,1,1,,,,2,,5,2,,,,20170920
01020622002,010206220,0102062,6,,,1,2007,0,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020622201,010206222,0102062,5,,,2,1999,5,,,9,,,,1,,,1,,,,,,1,6,,,,,,20170920
01020622201,010206222,0102062,3,,,2,1975,9,2,,8,,,,1,,,1,,,,,,2,,2,2,,,,20170920
01020622201,010206222,0102062,4,,,1,1995,8,6,,9,,,,1,,,1,,,,,,1,12,,1,8,2,1,20170920
01020622302,010206223,0102062,6,,,2,2008,5,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020622302,010206223,0102062,4,,,2,1978,5,1,,8,,1,,1,,,1,1,2,3,,2,2,,1,2,,,,20170920
01020622302,010206223,0102062,5,,,2,2004,10,,,9,,,,1,,,1,,,,,,1,1,,,,,,20170920
01020622302,010206223,0102062,3,1,,1,1978,10,1,,7,,1,,1,,,1,1,1,,,,2,,4,2,,,,20170920
01020622402,010206224,0102062,4,,,1,2004,8,,,9,,,,1,,,1,,,,,,2,,,,,,,20170920
01020622402,010206224,0102062,5,1,,2,1979,12,2,,7,,1,,1,,,1,1,1,,,,2,,2,1,12,2,1,20170920
01020622402,010206224,0102062,3,,,1,1977,7,2,,8,,,,1,,,1,,,,,,2,,4,2,,,,20170920
01020622402,010206224,0102062,6,,,1,2000,11,,,9,,,,1,,,1,,,,,,1,4,,,,,,20170920
01020622501,010206225,0102062,5,,,1,1997,7,,,9,,,,1,,,1,,,,,,1,9,,,,,,20170920
01020622501,010206225,0102062,3,,,2,1971,11,1,,8,,,,1,,,1,,,,,,2,,2,2,,,,20170920
01020622501,010206225,0102062,4,,,1,1993,2,6,,9,,,,1,,,1,,,,,,2,,5,1,5,3,3,20170920
01020622501,010206225,0102062,2,1,,1,1967,4,1,,7,,,1,1,,,1,1,1,,,,2,,4,2,,,,20170920
01020622601,010206226,0102062,4,,,2,1987,8,1,,8,,,,1,,,4,,,,,,2,,5,2,,,,20170920
01020622601,010206226,0102062,3,1,,1,1987,0,1,,7,,1,,1,,,1,1,1,,,,2,,5,1,4,1,4,20170920
01020622601,010206226,0102062,5,,,2,2010,3,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020622702,010206227,0102062,5,,,2,2008,7,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020622702,010206227,0102062,4,,,2,1984,0,1,,8,,,,1,,,1,,,,,,2,,5,2,,,,20170920
01020622702,010206227,0102062,3,1,,1,1982,11,1,,7,,1,,1,,,2,1,1,,,,2,,5,2,,,,20170920
01020630101,010206301,0102063,1,,,1,1957,7,2,2,10,º¢×Ó¸¸Ç×,,,1,,,1,,,,,,2,,4,2,,,,20170920
01020630101,010206301,0102063,2,1,,1,1984,5,6,,7,,,1,1,,,1,1,1,,,,2,,5,2,,,,20170920
01020630101,010206301,0102063,4,,,2,1986,6,1,,5,,,,1,,,3,,,,,,2,,5,2,,,,20170920
01020630202,010206302,0102063,2,1,,1,1976,1,1,,7,,1,,1,,,1,1,1,,,,2,,5,2,,,,20170920
01020630202,010206302,0102063,3,,,2,1970,0,1,,8,,,,1,,,1,,,,,,2,,2,2,,,,20170920
01020630501,010206305,0102063,5,,,1,2005,2,,,9,,,,1,,,1,,,,,,2,,,,,,,20170920
01020630501,010206305,0102063,6,,,1,2009,5,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020630501,010206305,0102063,4,,,2,1983,12,1,,8,,,,1,,,1,,,,,,2,,4,2,,,,20170920
01020630501,010206305,0102063,3,1,,1,1979,12,1,,7,,1,,1,,,1,1,1,,,,2,,2,2,,,,20170920
01020630602,010206306,0102063,5,,,2,2011,1,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020630602,010206306,0102063,4,,,2,1984,9,1,,8,,,,1,,,1,,,,,,2,,5,2,,,,20170920
01020630602,010206306,0102063,3,1,,1,1982,2,1,,7,,1,,1,,,1,1,1,,,,2,,2,2,,,,20170920
01020630701,010206307,0102063,3,,,2,1980,3,1,,8,,,,1,,,1,,,,,,2,,1,2,,,,20170920
01020630701,010206307,0102063,2,1,,1,1976,2,1,,7,,,1,1,,,1,1,1,,,,2,,4,1,2,1,4,20170920
01020630701,010206307,0102063,5,,,2,2006,9,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020630701,010206307,0102063,4,,,2,2001,4,,,9,,,,1,,,1,,,,,,1,4,,,,,,20170920
01020630802,010206308,0102063,2,1,,1,1974,11,1,,7,,1,,1,,,1,1,1,,,,2,,2,2,,,,20170920
01020630802,010206308,0102063,5,,,2,2006,4,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020630802,010206308,0102063,3,,,2,1979,8,1,,8,,,,1,,,1,,,,,,2,,2,2,,,,20170920
01020630802,010206308,0102063,4,,,2,2001,4,,,9,,,,1,,,1,,,,,,1,4,,,,,,20170920
01020630901,010206309,0102063,4,,,1,1993,0,6,,9,,,,1,,,1,,,,,,1,5,,2,,,,20170920
01020630901,010206309,0102063,3,,,2,1982,0,1,,8,,,,1,,,3,,,,,,2,,4,2,,,,20170920
01020630901,010206309,0102063,2,1,,1,1970,3,1,,7,,,1,1,,,1,1,1,,,,2,,2,2,,,,20170920
01020630901,010206309,0102063,5,,,1,2005,8,,,9,,,,1,,,1,,,,,,1,1,,,,,,20170920
01020631001,010206310,0102063,1,1,,1,1982,12,6,,7,,,1,1,,,1,1,1,,,,2,,1,2,,,,20170920
01020631102,010206311,0102063,3,,1,1,1941,7,3,2,2,,,,1,,,1,,,,,,2,,1,2,,,,20170920
01020631102,010206311,0102063,4,1,,2,1986,12,6,,7,,1,,1,,,1,1,1,,,,2,,8,1,20,3,1,20170920
01020631102,010206311,0102063,5,2,,1,1988,10,6,,7,,1,,2,,,4,1,2,1,1,1,2,,7,1,18,2,1,20170920
01020631201,010206312,0102063,2,1,,1,1975,4,1,,7,,,1,1,,,1,1,1,,,,2,,4,2,,,,20170920
01020631201,010206312,0102063,3,,,2,1978,8,1,,8,,,,1,,,1,,,,,,2,,4,2,,,,20170920
01020631201,010206312,0102063,4,,,2,2002,6,,,9,,,,1,,,1,,,,,,1,2,,,,,,20170920
01020631201,010206312,0102063,5,,,1,2007,3,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020631302,010206313,0102063,4,1,,1,1984,1,1,,7,,1,,1,,,1,1,1,,,,2,,5,2,,,,20170920
01020631302,010206313,0102063,5,,,2,1986,8,1,,8,,,,1,,,1,,,,,,2,,4,2,,,,20170920
01020631302,010206313,0102063,6,,,2,2006,9,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020631302,010206313,0102063,3,,2,2,1921,0,5,2,1,,,,1,,,1,,,,,,2,,1,2,,,,20170920
01020631401,010206314,0102063,4,,,1,1989,10,6,,9,,,,1,,,1,,,,,,2,,5,2,,,,20170920
01020631401,010206314,0102063,2,,,2,1965,2,1,,8,,,,1,,,1,,,,,,2,,4,2,,,,20170920
01020631401,010206314,0102063,1,1,,1,1963,7,1,,7,,,1,1,,,1,1,1,,,,2,,5,2,,,,20170920
01020631502,010206315,0102063,2,1,,1,1975,9,1,,7,,1,,1,,,1,1,1,,,,2,,2,1,5,2,4,20170920
01020631502,010206315,0102063,3,,,1,1998,11,,,9,,,,1,,,1,,,,,,1,6,,,,,,20170920
01020631502,010206315,0102063,5,,,2,1978,12,1,,8,,,,1,,,1,,,,,,2,,1,2,,,,20170920
01020631502,010206315,0102063,4,,,1,2002,0,,,9,,,,1,,,1,,,,,,1,2,,,,,,20170920
01020631601,010206316,0102063,2,,2,2,1934,11,5,2,1,,,,1,,,1,,,,,,2,,1,2,,,,20170920
01020631701,010206317,0102063,2,,,2,1938,0,3,2,8,,,,1,,,1,,,,,,2,,1,2,,,,20170920
01020631802,010206318,0102063,3,1,,1,1984,7,1,,7,,1,,1,,,1,1,1,,,,2,,4,2,,,,20170920
01020631802,010206318,0102063,5,,,1,2008,10,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020631802,010206318,0102063,4,,,2,1988,10,1,,8,,,,1,,,1,,,,,,2,,6,2,,,,20170920
01020631901,010206319,0102063,3,1,,2,1979,9,2,,7,,1,,1,,,1,1,1,,,,2,,6,1,2,2,1,20170920
01020631901,010206319,0102063,5,,,1,2008,6,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020631901,010206319,0102063,4,,,2,2003,6,,,9,,,,1,,,1,,,,,,1,2,,,,,,20170920
01020632001,010206320,0102063,4,,,1,1999,2,,,9,,,,1,,,1,,,,,,1,6,,,,,,20170920
01020632001,010206320,0102063,5,,,2,1995,2,6,,9,,,,1,,,1,,,,,,2,,4,1,1,2,1,20170920
01020632001,010206320,0102063,2,,,1,1972,11,1,,8,,,,1,,,1,,,,,,2,,2,2,,,,20170920
01020632001,010206320,0102063,3,1,,2,1974,2,1,,7,,,1,1,,,1,2,2,3,,1,2,,2,2,,,,20170920
01020632102,010206321,0102063,3,1,,1,1982,11,6,,7,,1,,1,,,1,1,1,,,,2,,5,1,1,2,2,20170920
01020632202,010206322,0102063,6,,,1,2000,1,,,9,,,,1,,,1,,,,,,1,4,,,,,,20170920
01020632202,010206322,0102063,4,,,2,1982,7,1,,8,,,,1,,,1,,,,,,2,,4,1,12,3,1,20170920
01020632202,010206322,0102063,3,1,,1,1975,11,1,,7,,1,,1,,,1,1,1,,,,2,,6,1,12,3,1,20170920
01020632202,010206322,0102063,5,,,1,1995,6,6,,8,,,,1,,,1,,,,,,1,9,,1,8,1,3,20170920
01020632302,010206323,0102063,3,,,2,1920,9,5,2,10,ÄÌÄÌ,,,1,,,1,,,,,,2,,1,2,,,,20170920
01020632302,010206323,0102063,4,1,,1,1985,3,6,,7,,1,,1,,,1,1,1,,,,2,,7,2,,,,20170920
01020632401,010206324,0102063,1,1,,1,1975,2,1,,7,,,1,1,,,1,1,1,,,,2,,5,2,,,,20170920
01020632401,010206324,0102063,2,,,2,1978,6,1,,8,,,,1,,,1,,,,,,2,,4,2,,,,20170920
01020632502,010206325,0102063,6,,,2,2011,6,,,9,,,,4,,,,,,,,,,,,,,,,20170920
01020632502,010206325,0102063,5,,,1,2006,8,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020632502,010206325,0102063,2,,,2,1984,7,1,,8,,,,1,,,1,,,,,,2,,5,2,,,,20170920
01020632502,010206325,0102063,1,1,,1,1980,10,1,,7,,1,,1,,,1,1,1,,,,2,,4,2,,,,20170920
01020632602,010206326,0102063,4,,,2,1974,0,1,,8,,,,1,,,1,,,,,,2,,1,2,,,,20170920
01020632602,010206326,0102063,3,1,,1,1974,9,1,,7,,1,,1,,,1,1,1,,,,2,,5,2,,,,20170920
01020632602,010206326,0102063,5,,,1,2003,5,,,9,,,,1,,,1,,,,,,1,2,,,,,,20170920
01020632602,010206326,0102063,6,,,1,1996,6,,,9,,,,1,,,1,,,,,,1,8,,,,,,20170920
01020632701,010206327,0102063,4,2,,1,2001,7,,,7,,1,,1,,,1,1,1,,,,1,2,,,,,,20170920
01020632701,010206327,0102063,3,1,,1,1994,2,6,,7,,1,,1,,,1,1,1,,,,2,,5,1,6,3,1,20170920
01020632801,010206328,0102063,3,2,,1,1984,8,1,,7,,1,,1,,,1,1,1,,,,2,,2,1,6,2,3,20170920
01020632801,010206328,0102063,4,,,2,1989,6,1,,8,,,,1,,,5,,,,,,2,,5,2,,,,20170920
01020632801,010206328,0102063,5,,,2,2011,5,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020632902,010206329,0102063,5,,,1,2009,5,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020632902,010206329,0102063,4,,,2,1988,8,1,,8,,,,1,,,1,,,,,,2,,5,2,,,,20170920
01020632902,010206329,0102063,3,1,,1,1985,9,1,,7,,1,,1,,,1,1,1,,,,2,,6,2,,,,20170920
01020633001,010206330,0102063,3,1,,1,1971,5,6,,7,,1,,1,,,2,1,1,,,,2,,6,2,,,,20170920
01023310101,010233101,0102331,3,,,1,1976,8,1,,8,,,,1,,,1,,,,,,2,,5,2,,,,20170920
01023310101,010233101,0102331,5,,,2,2001,12,,,9,,,,1,,,1,,,,,,1,4,,,,,,20170920
01023310101,010233101,0102331,4,1,,2,1977,2,1,,7,,1,,1,,,1,1,1,,,,2,,5,2,,,,20170920
01023310101,010233101,0102331,6,,,1,2008,11,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01023310402,010233104,0102331,3,1,,2,1976,0,2,,7,,1,,2,,,1,2,2,1,1,2,2,,8,2,,,,20170920
01023310402,010233104,0102331,4,,,1,1997,7,,,9,,,,2,,,1,,,,,,2,,1,,,,,20170920
01023310502,010233105,0102331,3,1,,1,1994,7,6,,7,,1,,1,,,1,1,1,,,,1,12,,1,12,2,1,20170920
01023310502,010233105,0102331,4,2,,1,2001,6,,,7,,1,,1,,,1,1,1,,,,1,4,,,,,,20170920
01023310602,010233106,0102331,6,,,2,2004,12,,,9,,,,2,,,3,,,,,,1,1,,,,,,20170920
01023310602,010233106,0102331,5,2,,1,1983,12,6,,7,,1,,1,,,1,1,1,,,,2,,5,1,1,1,2,20170920
01023310602,010233106,0102331,4,,,2,1982,4,1,,8,,,,1,,,1,,,,,,2,,7,1,1,1,2,20170920
01023310602,010233106,0102331,3,1,,1,1981,9,1,,7,,1,,2,,,3,1,2,1,1,1,2,,6,1,1,1,2,20170920
01023310701,010233107,0102331,2,1,,1,1975,3,6,,7,,,1,1,,,1,1,1,,,,2,,4,2,,,,20170920
01023310802,010233108,0102331,3,1,,1,1988,6,1,,7,,1,,1,,,1,1,1,,,,2,,5,2,,,,20170920
01023310802,010233108,0102331,4,,,2,1990,0,1,,8,,,,1,,,2,,,,,,2,,4,2,,,,20170920
01023311002,010233110,0102331,4,,,2,1986,3,1,,8,,,,1,,,1,,,,,,2,,5,2,,,,20170920
01023311002,010233110,0102331,5,,,2,2008,3,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01023311002,010233110,0102331,3,,,1,1980,12,1,,7,,1,,1,,,1,1,1,,,,2,,5,2,,,,20170920
01023311201,010233112,0102331,3,1,,1,1984,9,1,,7,,1,,1,,,1,1,1,,,,2,,5,1,12,3,4,20170920
01023311201,010233112,0102331,4,2,,2,1987,8,1,,7,,1,,1,,,1,1,1,,,,2,,5,1,12,2,1,20170920
01023311302,010233113,0102331,3,1,,1,1987,3,6,,7,,1,,1,,,1,1,1,,,,2,,7,1,12,2,1,20170920
01023311302,010233113,0102331,4,2,,1,1989,10,6,,7,,1,,1,,,1,1,1,,,,2,,7,1,12,2,1,20170920
01023311401,010233114,0102331,5,,,2,2003,0,,,9,,,,1,,,1,,,,,,1,2,,,,,,20170920
01023311401,010233114,0102331,4,,,2,2009,0,,,9,,,,1,,,1,,,,,,2,,1,,,,,20170920
01023311401,010233114,0102331,2,1,,2,1979,1,1,,7,,,1,1,,,1,1,1,,,,2,,4,2,,,,20170920
01023311401,010233114,0102331,3,,,1,1979,0,1,,8,,,,1,,,1,,,,,,2,,2,2,,,,20170920
01023311501,010233115,0102331,4,2,,1,1982,3,6,,7,,1,,1,,,1,1,1,,,,2,,4,2,,,,20170920
01023311501,010233115,0102331,3,1,,1,1978,5,6,,7,,1,,1,,,1,1,1,,,,2,,2,2,,,,20170920
01023311701,010233117,0102331,4,2,,1,1998,1,,,7,,1,,1,,,1,1,1,,,,1,7,,,,,,20170920
01023311701,010233117,0102331,3,1,,1,1987,5,6,,7,,1,,1,,,1,1,1,,,,2,,5,2,,,,20170920
01023311902,010233119,0102331,6,,,1,2010,5,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01023311902,010233119,0102331,4,,,2,1985,1,1,,6,,,,1,,,1,,,,,,2,,4,1,2,1,1,20170920
01023311902,010233119,0102331,5,2,,2,1989,3,6,,7,,1,,1,,,1,1,1,,,,2,,5,1,4,2,1,20170920
01023311902,010233119,0102331,3,1,,1,1987,7,1,,7,,1,,1,,,1,1,1,,,,2,,5,1,1,1,2,20170920
01023312001,010233120,0102331,2,1,,1,1978,12,1,,7,,,1,1,,,1,1,1,,,,2,,5,2,,,,20170920
01023312001,010233120,0102331,4,,,2,2006,0,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01023312001,010233120,0102331,5,,,2,2001,0,,,9,,,,1,,,1,,,,,,1,3,,,,,,20170920
01023312001,010233120,0102331,3,,,2,1979,0,1,,8,,,,1,,,1,,,,,,2,,5,2,,,,20170920
01023312101,010233121,0102331,3,2,,1,1985,6,6,,7,,,1,1,,,1,1,1,,,,2,,5,1,12,2,1,20170920
01023312101,010233121,0102331,2,1,,1,1983,7,6,,7,,,1,1,,,1,1,1,,,,2,,5,1,4,2,4,20170920
01023312201,010233122,0102331,5,,,2,2005,6,,,9,,,,1,,,1,,,,,,1,1,,,,,,20170920
01023312201,010233122,0102331,2,,,2,1973,3,1,,8,,,,1,,,1,,,,,,2,,2,2,,,,20170920
01023312201,010233122,0102331,4,,,1,1997,6,,,9,,,,1,,,1,,,,,,1,8,,,,,,20170920
01023312201,010233122,0102331,1,1,,1,1974,11,1,,7,,,1,1,,,1,1,1,,,,2,,2,2,,,,20170920
01023312302,010233123,0102331,4,,4,2,1934,8,6,2,3,,,,1,,,1,,,,,,2,,4,2,,,,20170920
01023312302,010233123,0102331,3,1,,1,1986,12,6,,7,,1,,1,,,1,1,1,,,,2,,5,2,,,,20170920
01023312302,010233123,0102331,5,2,,1,1988,9,6,,7,,1,,1,,,1,1,1,,,,2,,4,1,12,2,1,20170920
01023320201,010233202,0102332,3,1,,1,1953,0,1,,7,,,1,1,,,1,1,1,,,,2,,4,2,,,,20170920
01023320201,010233202,0102332,4,,,2,1981,11,1,,9,,,,1,,,1,,,,,,2,,5,2,,,,20170920
01023320201,010233202,0102332,2,,,2,1957,8,1,,8,,,,1,,,1,,,,,,2,,4,2,,,,20170920
01023320201,010233202,0102332,5,,,2,2007,12,,,10,ÖØËïÅ®,,,2,,,4,,,,,,,,,,,,,20170920
01023320402,010233204,0102332,3,2,,1,1992,8,6,,7,,1,,1,,,1,1,1,,,,2,,7,1,12,1,1,20170920
01023320501,010233205,0102332,2,,,2,1986,11,1,,8,,,,1,,,1,,,,,,2,,4,2,,,,20170920
01023320501,010233205,0102332,5,,,2,2009,1,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01023320501,010233205,0102332,4,,,2,2009,1,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01023320501,010233205,0102332,1,1,,1,1977,12,1,,7,,,1,1,,,1,1,1,,,,2,,5,2,,,,20170920
01023320601,010233206,0102332,3,,,2,1977,12,2,,9,,,,1,,,1,,,,,,2,,5,2,,,,20170920
01023320601,010233206,0102332,7,,,1,1977,11,2,,9,,,,1,,,1,,,,,,2,,5,1,3,1,2,20170920
01023320601,010233206,0102332,6,,,1,1954,10,2,,8,,,1,1,,,1,,,,,,2,,4,1,2,1,2,20170920
01023320601,010233206,0102332,4,,,2,2001,9,,,10,´ÓËï×ÓÅ®,,,1,,,1,,,,,,1,4,,,,,,20170920
